customerID,tenure,Contract,InternetService,PaymentMethod,TechSupport,OnlineSecurity,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Churn_Risk_Score,Risk_Tier,Predicted_LTV,Expected_Monthly_Loss,Expected_LTV_Loss,Value_Segment,Action_Quadrant,Recommended_Action
8668-KNZTI,52,One year,DSL,Electronic check,No,Yes,No,53.75,2790.65,No,0.0377,3.8,Low Risk,2759.05,2.03,104.02,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0480-KYJVA,72,Two year,No,Credit card (automatic),No internet service,No internet service,No,24.25,1784.5,No,0.0043,0.4,Low Risk,1745.79,0.1,7.51,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6034-ZRYCV,72,Two year,DSL,Electronic check,No,No,Yes,54.2,3937.45,Yes,0.1969,19.7,Low Risk,3912.63,10.67,770.4,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9746-YKGXB,52,One year,DSL,Bank transfer (automatic),No,Yes,No,44.25,2276.1,No,0.0465,4.7,Low Risk,2291.36,2.06,106.55,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3926-YZVVX,41,One year,DSL,Bank transfer (automatic),Yes,No,No,50.05,2029.05,No,0.0271,2.7,Low Risk,2041.1,1.36,55.31,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6000-UKLWI,41,Two year,No,Mailed check,No internet service,No internet service,No,20.15,802.35,No,0.0077,0.8,Low Risk,818.3,0.16,6.3,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2079-FBMZK,6,Month-to-month,Fiber optic,Mailed check,No,No,Yes,69.25,418.4,Yes,0.7566,75.7,Critical Risk,410.15,52.39,310.32,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
6332-FBZRI,67,One year,DSL,Credit card (automatic),Yes,Yes,Yes,69.35,4653.25,No,0.0266,2.7,Low Risk,4667.15,1.84,124.15,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2096-XOTMO,16,Month-to-month,No,Mailed check,No internet service,No internet service,No,19.35,275.9,No,0.0556,5.6,Low Risk,310.67,1.08,17.27,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3266-FTKHB,17,Two year,No,Mailed check,No internet service,No internet service,No,19.15,343.45,No,0.0144,1.4,Low Risk,343.89,0.28,4.95,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8221-EQDGL,35,Month-to-month,DSL,Mailed check,No,Yes,No,61.0,2130.45,No,0.0495,4.9,Low Risk,2139.57,3.02,105.91,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2346-LOCWC,58,Two year,No,Credit card (automatic),No internet service,No internet service,No,20.5,1191.4,No,0.0052,0.5,Low Risk,1183.88,0.11,6.16,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6608-QQLVK,1,Month-to-month,DSL,Electronic check,No,No,Yes,50.5,50.5,Yes,0.5149,51.5,High Risk,50.49,26.0,26.0,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
0298-XACET,52,Two year,DSL,Mailed check,Yes,No,No,50.2,2554.0,No,0.0201,2.0,Low Risk,2572.26,1.01,51.7,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7560-QJAVJ,70,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,79.6,5589.45,No,0.0115,1.1,Low Risk,5588.3,0.92,64.27,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2995-YWTCD,19,Two year,No,Bank transfer (automatic),No internet service,No internet service,Yes,24.9,467.7,No,0.0213,2.1,Low Risk,470.17,0.53,10.01,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3551-HUAZH,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,74.4,74.4,Yes,0.88,88.0,Critical Risk,74.39,65.47,65.46,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
9137-UIYPG,35,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,106.9,3756.45,No,0.2657,26.6,Medium Risk,3732.03,28.4,991.6,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2809-ZMYOQ,32,Month-to-month,Fiber optic,Electronic check,No,No,Yes,101.35,3334.9,No,0.4065,40.7,Medium Risk,3292.32,41.2,1338.33,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5084-OOVCJ,17,Month-to-month,DSL,Credit card (automatic),Yes,Yes,Yes,55.35,920.5,No,0.0911,9.1,Low Risk,936.48,5.04,85.31,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0254-WWRKD,67,One year,DSL,Credit card (automatic),No,No,No,50.55,3431.75,No,0.0184,1.8,Low Risk,3397.31,0.93,62.51,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7727-SHVZV,9,Month-to-month,No,Bank transfer (automatic),No internet service,No internet service,No,19.5,150.35,No,0.0965,9.6,Low Risk,173.02,1.88,16.7,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6302-JGYRJ,31,One year,DSL,Mailed check,Yes,No,Yes,79.45,2587.7,Yes,0.3292,32.9,Medium Risk,2501.83,26.15,823.6,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5339-PXDVH,4,Month-to-month,Fiber optic,Electronic check,No,Yes,No,90.65,367.95,No,0.6787,67.9,High Risk,363.0,61.52,246.37,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2205-LPVGL,58,One year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,89.85,5125.75,No,0.067,6.7,Low Risk,5183.45,6.02,347.29,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8782-NUUOL,60,One year,DSL,Mailed check,Yes,Yes,No,79.0,4801.1,No,0.0402,4.0,Low Risk,4768.53,3.18,191.69,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3685-YLCMQ,58,One year,Fiber optic,Electronic check,Yes,No,Yes,104.65,6219.6,Yes,0.5314,53.1,High Risk,6104.19,55.61,3243.77,High Value,Immediate Intervention,Account Exec Call: Autopay Migration + $15 Credit
7601-WFVZV,1,Month-to-month,No,Mailed check,No internet service,No internet service,No,19.55,19.55,No,0.1465,14.6,Low Risk,19.55,2.86,2.86,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4609-KNNWG,27,Two year,No,Mailed check,No internet service,No internet service,No,19.9,550.1,No,0.0106,1.1,Low Risk,572.36,0.21,6.07,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4868-AADLV,66,One year,Fiber optic,Electronic check,Yes,Yes,Yes,116.25,7862.25,No,0.131,13.1,Low Risk,7715.72,15.23,1010.76,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9529-OFXHY,15,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,Yes,87.75,1242.2,No,0.3129,31.3,Medium Risk,1286.65,27.46,402.59,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8634-MPHTR,47,Month-to-month,Fiber optic,Electronic check,No,No,Yes,100.05,4871.05,Yes,0.6806,68.1,High Risk,4767.06,68.09,3244.46,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2669-QVCRG,41,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,81.3,3190.65,No,0.1942,19.4,Low Risk,3281.76,15.79,637.32,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2478-EEWWM,59,Month-to-month,DSL,Electronic check,No,No,Yes,44.3,2666.75,No,0.3685,36.9,Medium Risk,2615.84,16.32,963.94,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9174-IHETN,50,Two year,Fiber optic,Credit card (automatic),No,No,No,70.35,3533.6,No,0.0394,3.9,Low Risk,3501.68,2.77,137.97,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2233-TXSIU,17,One year,DSL,Credit card (automatic),No,Yes,No,44.45,792.15,No,0.0866,8.7,Low Risk,773.38,3.85,66.97,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9644-UMGQA,6,Month-to-month,DSL,Electronic check,No,Yes,Yes,49.15,295.65,No,0.2237,22.4,Low Risk,295.93,10.99,66.2,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3256-EZDBI,51,Month-to-month,DSL,Credit card (automatic),No,No,Yes,29.45,1459.35,No,0.1618,16.2,Low Risk,1477.97,4.77,239.14,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8761-NSOBC,44,Month-to-month,Fiber optic,Electronic check,Yes,No,No,100.55,4398.15,Yes,0.4414,44.1,Medium Risk,4426.87,44.38,1954.02,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0419-YAAPX,49,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,85.3,4297.95,No,0.2136,21.4,Low Risk,4281.85,18.22,914.6,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8413-VONUO,2,Month-to-month,Fiber optic,Electronic check,No,No,No,95.65,167.3,Yes,0.831,83.1,Critical Risk,178.11,79.49,148.01,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
0872-CASZJ,59,One year,DSL,Mailed check,Yes,Yes,Yes,69.1,4096.9,No,0.0479,4.8,Low Risk,4096.21,3.31,196.21,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4726-DLWQN,50,Month-to-month,DSL,Bank transfer (automatic),No,Yes,Yes,70.35,3454.6,No,0.0932,9.3,Low Risk,3503.64,6.56,326.54,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8164-OCKUJ,59,Two year,No,Mailed check,No internet service,No internet service,No,20.6,1286.0,No,0.0053,0.5,Low Risk,1229.26,0.11,6.52,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3094-JOJAI,18,Month-to-month,Fiber optic,Mailed check,No,No,No,74.15,1387.0,No,0.4021,40.2,Medium Risk,1344.46,29.82,540.61,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9494-MRNYX,10,Month-to-month,Fiber optic,Electronic check,No,No,No,75.05,786.3,No,0.4549,45.5,High Risk,756.08,34.14,343.94,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2599-CZABP,14,One year,DSL,Electronic check,No,No,No,44.6,641.25,No,0.1224,12.2,Low Risk,625.01,5.46,76.5,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7945-PRBVF,35,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,21.45,705.45,No,0.0089,0.9,Low Risk,687.65,0.19,6.12,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4544-RXFMG,8,One year,DSL,Mailed check,No,No,Yes,43.45,345.5,No,0.156,15.6,Low Risk,349.64,6.78,54.54,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0859-YGKFW,18,One year,No,Bank transfer (automatic),No internet service,No internet service,No,20.05,345.9,No,0.0249,2.5,Low Risk,358.08,0.5,8.92,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1150-FTQGN,60,One year,Fiber optic,Bank transfer (automatic),No,Yes,No,94.15,5811.8,No,0.0533,5.3,Low Risk,5705.62,5.02,304.11,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9223-UCPVT,1,Month-to-month,Fiber optic,Electronic check,No,No,No,94.4,94.4,Yes,0.7965,79.7,Critical Risk,96.63,75.19,76.97,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
7196-LIWRH,6,Two year,No,Mailed check,No internet service,No internet service,No,19.55,124.45,No,0.0296,3.0,Low Risk,120.53,0.58,3.57,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5448-VWNAM,19,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,75.9,1375.6,No,0.1418,14.2,Low Risk,1416.39,10.76,200.84,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1177-XZBJL,53,One year,DSL,Bank transfer (automatic),Yes,Yes,No,64.15,3491.55,No,0.0211,2.1,Low Risk,3426.34,1.35,72.3,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3518-FSTWG,72,Two year,Fiber optic,Bank transfer (automatic),No,Yes,Yes,109.55,7920.7,No,0.0593,5.9,Low Risk,7880.28,6.5,467.3,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9330-VOFSZ,60,Two year,Fiber optic,Credit card (automatic),Yes,No,Yes,110.8,6640.7,No,0.0876,8.8,Low Risk,6621.42,9.71,580.04,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4351-QLCSU,1,Month-to-month,DSL,Credit card (automatic),No,No,Yes,55.0,55.0,Yes,0.6903,69.0,High Risk,55.01,37.97,37.97,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
0939-EREMR,13,Month-to-month,DSL,Mailed check,Yes,No,No,53.45,718.1,No,0.0886,8.9,Low Risk,708.27,4.74,62.75,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9389-ACWBI,5,Month-to-month,Fiber optic,Credit card (automatic),No,No,No,69.95,320.4,No,0.5144,51.4,High Risk,341.11,35.98,175.47,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
5419-JPRRN,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,101.45,101.45,Yes,0.8963,89.6,Critical Risk,102.46,90.93,91.83,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
3644-QXEHN,13,Month-to-month,Fiber optic,Electronic check,No,No,No,97.0,1334.45,No,0.3544,35.4,Medium Risk,1291.66,34.38,457.76,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2911-IJORQ,37,One year,DSL,Bank transfer (automatic),Yes,Yes,Yes,90.6,3358.65,No,0.0691,6.9,Low Risk,3343.81,6.26,231.06,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5921-NGYRH,64,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,73.55,4764.0,No,0.1271,12.7,Low Risk,4804.62,9.35,610.67,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2100-BDNSN,5,Month-to-month,DSL,Bank transfer (automatic),Yes,No,No,67.95,350.3,Yes,0.5259,52.6,High Risk,360.63,35.73,189.66,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
5998-DZLYR,61,Two year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,94.35,5703.0,No,0.0466,4.7,Low Risk,5744.31,4.4,267.68,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0488-GSLFR,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,69.5,69.5,Yes,0.8224,82.2,Critical Risk,69.52,57.16,57.17,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
9318-NKNFC,1,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,18.85,18.85,Yes,0.4567,45.7,High Risk,18.87,8.61,8.62,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
3985-HOYPM,26,One year,No,Mailed check,No internet service,No internet service,No,19.4,525.55,No,0.0304,3.0,Low Risk,507.15,0.59,15.42,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9728-FTTVZ,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,69.2,69.2,Yes,0.8409,84.1,Critical Risk,69.2,58.19,58.19,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
9548-LERKT,24,Two year,No,Mailed check,No internet service,No internet service,No,19.75,483.15,No,0.0119,1.2,Low Risk,475.94,0.24,5.66,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6576-FBXOJ,17,One year,DSL,Electronic check,Yes,No,No,54.6,934.8,No,0.1492,14.9,Low Risk,937.59,8.15,139.89,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4310-KEDTB,26,Month-to-month,DSL,Mailed check,No,No,Yes,29.8,786.5,No,0.1808,18.1,Low Risk,774.72,5.39,140.07,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7254-IQWOZ,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,69.65,69.65,Yes,0.8677,86.8,Critical Risk,69.66,60.44,60.44,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
2474-BRUCM,40,Month-to-month,Fiber optic,Electronic check,No,Yes,No,101.85,4086.3,Yes,0.5818,58.2,High Risk,4088.8,59.26,2378.86,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
4062-HBMOS,52,Month-to-month,Fiber optic,Electronic check,No,No,Yes,103.05,5364.8,No,0.4183,41.8,Medium Risk,5402.22,43.11,2259.75,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0742-NXBGR,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,82.3,82.3,Yes,0.768,76.8,Critical Risk,82.28,63.21,63.19,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2676-ISHSF,1,Month-to-month,No,Mailed check,No internet service,No internet service,No,20.3,20.3,No,0.1706,17.1,Low Risk,20.3,3.46,3.46,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9236-NDUCW,21,Two year,DSL,Mailed check,Yes,Yes,No,35.1,770.4,No,0.0315,3.2,Low Risk,754.96,1.11,23.78,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4753-PADAS,67,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,105.7,6816.95,No,0.2172,21.7,Low Risk,6988.81,22.96,1517.97,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6103-QCKFX,44,Month-to-month,DSL,Bank transfer (automatic),Yes,Yes,No,56.25,2419.55,No,0.032,3.2,Low Risk,2470.44,1.8,79.05,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7781-EWARA,70,One year,DSL,Electronic check,Yes,No,No,60.35,4138.7,No,0.0358,3.6,Low Risk,4188.6,2.16,149.95,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6110-OHIHY,3,Month-to-month,Fiber optic,Electronic check,No,No,No,79.25,267.6,Yes,0.7892,78.9,Critical Risk,247.16,62.54,195.06,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
7018-FPXHH,56,Two year,DSL,Bank transfer (automatic),No,Yes,Yes,59.8,3457.45,No,0.0099,1.0,Low Risk,3455.88,0.59,34.21,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5889-LFOLL,13,Month-to-month,Fiber optic,Electronic check,No,No,Yes,84.6,1115.2,Yes,0.7651,76.5,Critical Risk,1105.75,64.73,846.01,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
5708-EVONK,58,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,Yes,93.4,5435.6,Yes,0.4153,41.5,Medium Risk,5416.08,38.79,2249.3,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8708-XPXHZ,42,Month-to-month,Fiber optic,Electronic check,No,No,Yes,94.2,4186.3,Yes,0.6635,66.4,High Risk,4128.76,62.5,2739.43,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
0616-ATFGB,1,Month-to-month,DSL,Electronic check,No,No,No,25.05,25.05,Yes,0.6021,60.2,High Risk,25.06,15.08,15.09,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
0572-ZJKLT,46,Two year,Fiber optic,Mailed check,Yes,Yes,No,99.65,4630.2,No,0.0423,4.2,Low Risk,4584.78,4.22,193.94,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5135-RDDQL,63,Two year,DSL,Bank transfer (automatic),No,Yes,Yes,50.65,3221.25,No,0.0101,1.0,Low Risk,3193.04,0.51,32.25,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1353-LJWEM,11,Month-to-month,DSL,Electronic check,Yes,No,Yes,60.9,688.5,No,0.1851,18.5,Low Risk,707.12,11.27,130.89,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1794-SWWKL,15,Month-to-month,DSL,Bank transfer (automatic),Yes,No,Yes,59.65,867.1,No,0.1376,13.8,Low Risk,887.24,8.21,122.08,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6166-YIPFO,72,Two year,DSL,Electronic check,Yes,Yes,Yes,64.7,4746.05,No,0.035,3.5,Low Risk,4658.87,2.26,163.06,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7016-BPGEU,29,Month-to-month,DSL,Credit card (automatic),No,No,Yes,25.1,712.85,Yes,0.4976,49.8,High Risk,728.65,12.49,362.58,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
6876-ADESB,1,Month-to-month,DSL,Electronic check,No,No,No,48.95,48.95,Yes,0.5818,58.2,High Risk,48.96,28.48,28.48,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
9332-GYWLO,6,Month-to-month,DSL,Electronic check,No,No,No,54.85,355.1,No,0.2758,27.6,Medium Risk,368.15,15.13,101.54,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1963-SVUCV,1,Month-to-month,DSL,Electronic check,No,No,No,45.3,45.3,Yes,0.6908,69.1,High Risk,45.3,31.29,31.29,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
4184-VODJZ,63,One year,Fiber optic,Electronic check,No,No,Yes,91.35,5764.7,No,0.1842,18.4,Low Risk,5760.71,16.83,1061.12,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0220-EBGCE,2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,85.85,167.3,Yes,0.846,84.6,Critical Risk,170.01,72.63,143.83,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
1092-WPIVQ,18,Two year,No,Mailed check,No internet service,No internet service,No,25.1,428.45,No,0.0164,1.6,Low Risk,442.41,0.41,7.26,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
